Depression sucks! #depression,0.958,0.069916229,-0.014243133,-0.007041069,0.009372138,0.045525419,-0.016824106,-0.004369286,0.032446614,-0.016809303,0.024845327,-0.039573208,0.018959924,-0.060385939,-8.49E-04,0.023168178,0.079392123,0.034921991,0.018730284,0.031765726,0.070973397,0.024440674,0.01214656,-0.008091525,-0.012551229,-0.046955608,0.010675186,-0.03537925,0.026115097,0.049139515,0.010623268,0.021411043,0.046273208,0.014393704,0.019388931,0.009886052,-0.027548347,0.041513643,-0.010732319,-0.064632119,-0.047764384,-0.016840787,6.81E-04,0.016712021,0.031915242,0.024302885,0.007498363,-0.074264521,0.052907676,-0.096127162,-0.045187691,-0.009064286,0.061550956,0.011860053,0.065678359,0.087072331,-0.054060278,0.053952366,-0.003953811,0.061612879,0.014395435,0.057570098,-0.048893158,-0.047995395,-0.006796811,-0.105866934,0.01526292,0.028067849,-0.021598209,0.113543372,0.074873005,-0.101093646,0.011742271,0.070824445,-0.059473662,0.010962533,0.041698943,-0.069310958,-0.016013642,0.001896578,0.024434078,0.05258167,0.023887512,0.067100849,-0.016573029,-0.05512466,0.082165056,0.002110437,0.090367883,0.053344917,-0.044138147,0.033344301,0.098698702,0.056850388,0.005392926,0.022746224,0.033559798,0.062377695,-0.025708864,-0.050974535,-0.075337946,0.418314503,0,0.090743587,1.833199932,0.138674664,2.545429589,0,0,0,-0.409185606
Feeling worthless as always #depression,0.958,0.038696905,-0.017045339,0.058730663,0.04963875,0.040886809,-0.001217216,0.04568873,-0.021165454,-0.045701689,0.096427912,0.009862056,-0.001179423,-0.122894204,-0.021608922,-0.028630801,0.041838203,0.037455286,-0.043247209,-0.063925513,0.091219692,0.064993896,-0.029946422,0.060920184,0.022867627,0.012647899,-0.013248606,0.035854453,0.013059088,0.104002709,-0.015741356,-0.035581408,0.145151879,-0.00495002,-0.014153609,0.074472736,-0.087318619,-0.025973988,-0.035824099,-0.03984108,-0.068995831,-0.012505515,0.024711449,-0.006377434,0.05929185,0.136338474,0.0358821,-0.045213083,-0.077283271,-0.094419229,0.014214415,0.032064572,0.050669549,-0.027968712,0.061445265,0.079043329,-0.033253673,0.042761278,0.003008542,0.01243094,-0.044317692,-0.029039013,-0.102731045,-0.059088355,-0.030579331,-0.078425465,0.010642888,0.03831411,0.058066468,0.07562732,0.060243935,-0.062980429,-0.004125327,-0.007079684,-0.015018289,0.004565865,0.028685583,-0.062964432,-0.021804457,-0.002522634,0.073345254,0.077557763,-0.092048448,0.075274764,-0.044713783,-0.100230995,0.111724656,-0.020283753,0.115581031,0.083036375,-0.06368611,0.112366069,0.051056021,-0.015006602,0.015838308,0.012831707,0.040961842,0.004450336,-0.01901048,0.065834551,-0.054554708,0.315844225,0,0.840289137,1.865375798,0.411465092,0.905299133,0,0.207211636,0,-0.570833333
Feeling worthless as always,0.958,0.029024797,0.00664078,0.062624838,0.061904043,0.037506446,-0.002580625,0.098822854,-0.044837775,-0.044803264,0.061400149,-0.012306549,-0.04024973,-0.132525051,-0.01420665,-0.040444761,0.0054127,-0.007966919,-0.060279015,-0.108108356,0.112748728,0.080492509,-0.03901437,0.075274099,0.064894879,-0.002631486,-0.045698492,0.083585173,-0.002808829,0.124006085,-0.042006379,-0.045186887,0.153189376,0.018416693,-0.055070185,0.112260357,-0.077106638,-0.048907395,-0.042472754,-0.062100366,-0.055225017,-0.0092291,-0.009149639,0.004524083,0.09054051,0.153024752,0.037548707,-0.043192479,-0.133583693,-0.076612032,0.021902419,0.033037208,0.07672517,-0.056075265,0.105151922,0.106002584,-0.002246201,0.028142027,0.019766887,-0.003312401,-0.013956934,-0.029798165,-0.117077636,-0.068314194,-0.04828799,-0.061625333,-0.032302624,0.010874912,0.079892785,0.048422294,0.061260286,-0.10804607,-0.015871797,-0.016414247,0.013139362,0.052125499,0.017422268,-0.049068762,-0.034509524,-0.013678862,0.111807785,0.08176696,-0.117900121,0.081325754,-0.050056279,-0.087567479,0.142874811,-0.030876186,0.157204943,0.078244114,-0.077574301,0.106747494,0.045170125,-0.027106425,0.011930055,-0.011050856,0.01948593,0.047479864,-0.069255287,0.09494554,-0.040194728,0.315844225,0,0.840289137,0.396353056,0.411465092,0.208482384,0,0.207211636,0,-0.570833333
My #Fibromyalgia has been really bad lately which is not good for my mental state. I feel very overwhelmed #anxiety #bipolar #depression,0.946,0.007718798,-0.039997104,0.037585635,-0.019351272,0.03651443,0.005743497,0.008805754,-0.003408307,0.00780098,0.010944173,-0.019009687,0.012642828,-0.065120088,-0.053027269,0.002977638,0.035382238,0.011480469,-0.037953826,-0.03223478,0.039623897,0.021002817,-0.035396136,0.015274436,0.030341802,-0.039018721,-0.072971383,0.043520601,0.026223289,0.027502862,-0.045319315,-0.032891919,0.033654916,0.004395205,-0.003802702,0.016422345,-0.024328506,-0.026956145,-9.12E-04,-0.047639096,-0.042287873,-0.012762444,-0.02026275,0.026890235,0.05702047,0.070202656,0.041156452,-0.005103357,0.007226024,-0.014998459,-0.010705858,0.044513464,0.055878238,-0.009730003,0.051706736,0.076906346,-0.003408877,0.032765969,0.029201063,0.035874564,0.013256487,0.019897352,-0.018988381,-0.067830194,-0.024726524,0.012221262,0.021895872,0.011165643,0.032032087,0.032322452,0.058340239,-0.098032842,0.009590113,0.03218331,-0.002677899,-0.001891771,0.009899052,-0.036213963,-0.02615343,0.023499058,0.019058302,0.020408605,-0.002182705,0.098689264,0.03725501,-0.042572374,0.112097784,-0.01275115,0.098049512,0.02008937,-0.056454347,0.034843467,0.022990894,-0.020334995,-0.035890314,-0.008785974,-0.007183167,-0.00211628,-0.027720501,0.023942389,-0.009391611,0.628102923,0.419467925,0.085604513,7.305248081,1.357995222,1.785149698,1.420240885,0,3.795759308,-2.332579573
Im think ima lay in bed all day and sulk. Life is hitting me to hard rn,0.934,0.070497668,-0.080621097,0.03814553,-0.025839672,0.034710901,0.046789788,0.063413956,0.01507991,0.021381573,-0.02811684,0.016461551,0.014698475,-0.093324997,0.029064787,0.024887857,-0.010414656,-0.014658122,-0.01174091,-0.026352472,0.075110203,0.031678312,0.014706132,0.021806635,0.032753878,-0.024049126,-0.036934398,0.107532088,0.082277093,-0.004803935,-0.024343435,-0.066507903,0.021475194,-0.002831999,-0.03010908,0.018294395,0.037326095,-0.030945352,0.028168425,-0.078312108,0.012640358,-0.025967419,-0.028029711,0.039717928,0.071845281,0.023399305,0.004434763,-0.032504629,0.023653603,-0.034940485,-0.033065235,0.018624118,0.059825077,-0.003170559,0.041798235,0.093652746,0.023771571,0.028714267,0.005418274,-0.00796959,0.052730517,0.02274011,-0.080024111,-0.049348393,-0.026845036,-0.057084228,0.029147337,0.053809451,0.072231358,0.018949719,0.064760126,-0.055316037,-0.004255805,0.024924398,-0.017300393,-0.019731784,-0.008236472,-0.023273793,0.008686069,0.019538534,0.099514157,0.038426973,-0.035827277,0.124551987,0.055613028,-0.026155896,0.060696838,0.020169467,0.071049491,-0.019082829,-0.027164501,0.083301644,0.073201529,-0.009143039,-0.054378185,-0.042054339,0.012222775,0.029721673,-0.022685535,0.051058855,0.007517282,0.976018362,0.10674326,0.535715658,0,1.798295432,0.577191641,0.398251757,1.090463422,0.727001471,-1.691071429
So when I try I fail... and when I dont try... I still fail... #confused and #lost,0.917,0.04959703,-0.089272893,0.050188547,0.020323342,0.032362492,-0.003522522,0.111148594,0.020096056,0.025263436,-0.006607399,0.004203857,0.004641812,-0.075751794,-0.051545846,0.026419609,0.039539302,0.001424725,-0.011087643,-0.058488929,0.051253008,0.046616081,-0.008840802,0.050734755,0.028669891,0.016542893,-0.073455363,0.081120589,0.092901882,-0.014427479,-0.028621513,-0.029799549,0.005621986,-0.00859569,-0.087049316,-0.011287356,-0.042125552,-0.058012028,0.032829367,-0.061575409,0.047207745,-0.0024682,-0.033469013,0.029598533,0.091131617,0.075835142,0.094385952,-0.050363086,-0.037034849,0.001324668,-0.034998277,0.028544516,0.085598188,-0.020585433,0.079526903,0.106997861,0.018772582,0.025310496,0.04858453,-0.007099006,0.026606243,-0.033054395,-0.078471179,-0.061811031,-0.01855609,-0.066339017,0.010410031,0.035870242,0.072909755,-0.035963017,0.054135778,-0.125053337,0.00580299,0.041792108,-0.026315396,-0.012909889,0.007998522,-0.004914449,-0.033218467,0.017229321,0.077098337,0.105432338,-0.036041328,0.054288908,0.062470874,0.043884576,0.118487735,-0.045814243,0.038944841,-0.024141566,0.006934572,0.098475034,0.084053013,-0.022178206,-0.035341689,-0.059214879,0.011378407,0.037781622,-0.07861443,0.068021382,-0.072890693,1.846094763,0,0.093295423,0.420477235,0,1.353799221,1.260649895,1.7398057,0.194642857,-2.398719336
Extreme sadness,0.917,0.057230575,0.039819471,0.11222763,0.071375815,0.007592667,-0.151964016,0.037898323,-0.050449045,0.060062286,0.029012324,-0.112439539,0.118129656,-0.039334497,-0.041019516,0.079850582,0.089576812,0.024448432,0.089289557,-0.049477119,0.126610704,0.093434948,0.101651914,-0.002198484,-0.055042706,-0.126824148,-0.073752999,0.172284156,0.119093064,0.084086794,-0.091724588,-0.145898931,0.091231089,2.09E-04,0.145319387,-0.049154978,-0.005635006,0.08398997,-0.058919972,-0.058842007,-0.096871324,0.039820428,0.038641755,0.078860983,-0.008748878,0.182442524,2.19E-04,-0.002017155,0.036065068,-0.064133018,-0.045639191,0.058738266,0.09904908,0.040349215,0.145061661,0.099909257,-0.051728434,0.109075479,-0.072522253,0.102429073,-0.028666011,0.037701575,0.089475198,-0.068390511,-0.032419514,-0.05668741,0.07799999,0.015500466,0.049964914,0.131538859,0.0224411,-0.146778628,-0.002731952,-0.005081765,-0.154156059,0.048697102,-0.029654013,-0.132048581,-0.03567857,0.064277561,-0.03652141,-0.010272432,0.126479726,0.01684817,-0.084958667,0.039492431,-0.02645376,0.081490813,0.124712575,0.008085508,-0.083365412,-0.012550818,0.031566271,0.024614546,-0.053083515,-0.024602026,-0.078665679,-0.007214628,-0.046881381,-0.031326275,-0.11968736,0,0,0.40787503,0,0.262114012,1.787718019,0.062143895,0,0,-0.84375
my life in one word is depressing,0.917,0.046204693,-0.006805024,2.74E-04,0.028063149,0.052162614,0.063171261,0.050963977,-0.042334102,-0.025132436,-0.079796681,-0.016272731,0.003453485,-0.132853296,-0.025350671,-0.032561821,0.024383875,-0.011688207,-0.058133401,-0.066437332,0.090482634,0.066448922,-0.043717609,0.035458621,0.012558542,-0.059488214,-0.053914137,0.102061728,0.057301669,-0.013435677,-0.019048759,-0.042919051,0.096005585,-6.04E-04,-0.002899033,0.001462532,-0.003327909,0.008718878,-0.013213155,-0.099937576,-0.042182199,-0.051590606,-0.066175615,0.040983851,0.080088494,0.012729143,-0.02958535,-0.006266078,-0.008965396,-0.018660764,-0.02262288,0.041315082,0.092442761,-0.046353579,0.060386689,0.107319596,-0.011930556,0.030390885,0.049955082,-0.018437101,-0.010139551,0.041438372,-0.017211039,-0.103587347,0.010350892,-0.012089,0.043037097,-0.057906127,0.088311822,0.055472766,0.07643695,-0.128982048,0.003964304,0.050118156,0.012506677,-0.009303954,0.017214014,-0.010237267,0.034765385,-0.02882344,0.029249623,0.035860962,0.007946235,0.111224225,0.037423879,0.010469228,0.073786388,0.029985556,0.096842029,0.05713562,-0.066277196,-0.009626327,0.037836404,0.002260468,-0.097607026,-0.01742656,0.030399247,-0.032803578,-0.024796857,0.021083639,-0.093529443,0.11101013,0.123331887,0.09488819,0,0.589348546,1.679451128,0.005919839,0.283580457,0.09375,-0.25
Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep. #anxiety #depression,0.917,0.029363051,-0.060760927,0.026987032,-0.00670386,0.063969007,-0.005716966,0.073086014,-0.004645674,0.022203017,-0.022739126,-0.01798829,0.041715243,-0.101770142,-0.03412493,0.002938131,0.041817277,-0.021121862,-5.34E-04,-0.028625543,0.054950218,0.049613248,-0.010566929,0.034374125,0.033515287,-0.048429597,-0.084228852,0.079495659,0.074066617,0.022865296,-0.066553751,-0.066068336,0.029633319,-0.003301607,-0.023428864,0.036964528,-0.016995293,-0.010158899,0.019382605,-0.066470184,-0.009381621,-0.021396794,-0.037047646,0.02561501,0.075545671,0.077585115,0.041544991,-0.037882745,-0.039552267,-0.022951429,-0.029261528,0.050432562,0.036565595,-0.035890393,0.081263723,0.110819993,-0.01313107,0.022503551,0.040857485,0.023155694,0.049879627,0.016828324,-0.049874845,-0.064545528,-0.0583668,-0.028263268,-0.003079327,0.042101327,0.069880729,0.005370283,0.042306855,-0.098586968,8.71E-04,0.03670827,-0.030516695,0.016298847,-0.00698434,-0.027218328,-0.041111613,0.00377531,0.067248394,0.07143128,-0.02532341,0.087587337,0.058528528,-0.023846801,0.13013975,-0.017593676,0.086485632,-0.02278205,-0.033819416,0.066691837,0.066983807,-0.007537494,-0.017487297,-0.044698517,0.004113675,0.021059489,-0.056329647,0.047522513,-0.021524531,0.679955914,0,1.539548571,8.712492341,0.411465092,0.905299133,0.493806551,0.009659767,0.666666667,-3.525446429
Feel so grim + ugly atm,0.896,0.020170566,-0.033480063,-0.001880767,-0.01059352,0.067326233,-0.078359181,0.038515977,0.003320783,-0.016642871,0.063741678,0.024193088,-0.047780797,-0.050248423,-0.027981151,0.008478925,0.021849276,-0.046782903,-0.031544837,0.007799275,-0.001932924,0.082809406,-0.015142089,0.019129911,-0.010670428,-0.026722628,-0.059028563,0.012344658,-0.014102132,0.055098434,-0.045944228,-0.033741825,0.044302258,0.049973692,0.037764709,-0.045074781,-0.094201333,-0.044096753,-0.006096326,-0.095315808,-0.064556467,0.021838564,0.002318863,0.0112459,0.016955223,0.082468909,0.018015232,0.047266837,-0.046739258,0.049212576,-0.023885182,-0.018307969,0.117319352,0.011345004,0.017173416,0.068527534,-0.010551809,0.065805572,0.021359858,0.019650788,0.042554092,0.02593866,6.89E-04,-0.051193605,-0.041418561,-0.023563651,0.030459845,0.056598082,0.040228816,0.067603348,0.059891045,-0.047837552,-0.009960218,-0.068285112,-0.022470868,-0.002161413,-0.023668165,0.006619303,0.011582517,-0.03935772,0.047262685,0.030741442,-0.053450791,0.076644574,-0.024659203,-0.059877536,0.079842182,-0.002261641,0.056220904,0.029023364,-0.033491228,0.064301561,0.022366694,-0.011760424,0.046330351,-0.036486015,0.01420502,0.044482498,-0.025125017,0.016962328,-0.03611767,0.250359616,0,2.008600661,0.286178343,0,1.406772935,0.072982381,0,0.308333333,-1.585119048
