Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much #hilarious,0.98,0.012084165,-0.059088019,0.03626703,-0.027666481,0.066904729,-0.040915848,0.102827635,0.007081017,-0.024582771,0.005915869,-6.75E-04,7.75E-04,-0.094051888,-0.015918521,-0.003040558,-0.006644648,-0.008725527,0.019417078,-0.006621694,0.040273218,0.044795318,-0.031423223,0.028027274,0.048336601,-0.00114659,-0.038298474,0.100661808,0.033089794,0.036491374,-0.023233218,-0.013355605,-0.004890709,0.004099526,-0.027777201,0.052299901,-0.043069903,0.041897867,-0.003571161,-0.073500726,-0.026759195,-0.063994112,-0.038373902,0.026852874,0.095189774,0.042748046,0.027921027,-0.033978005,-0.001242396,-0.031387244,-0.0541032,0.004124472,0.083155684,-0.01116845,0.049594127,0.098125009,-0.019163651,0.013522004,0.036245917,-0.016340596,0.013991271,0.050287564,-0.061862056,-0.056646758,-0.017141029,-0.01167302,-0.028501889,0.042023041,0.02179716,0.005624255,0.024806904,-0.087112335,-0.03344075,-0.012345301,0.010958331,-0.01863126,-0.004430095,0.006491176,-0.009629743,-0.017720646,0.056105955,0.034152616,-0.061236103,0.05408249,0.034112086,0.030500015,0.093163434,-0.021487,0.015221721,0.002381755,0.017866668,0.032739822,0.0419319,-0.038181129,-0.014094451,-0.067220366,0.018644487,0.022997058,-0.068658945,3.01E-04,-0.008468156,0.571905763,0.381180105,0.618937491,0,1.362848927,0.903783989,2.229063318,0,1.826190476,-1.280654762
Oh dear an evening of absolute hilarity I dont think I have laughed so much in a long time!,0.958,0.040615047,-0.011513689,0.04838127,-0.012622576,0.059224465,0.006730189,0.066483229,-0.007949191,-0.037272364,-0.021609518,-0.01114791,0.014301099,-0.064900383,-0.004313066,-0.001383806,0.01090905,0.004289622,-0.008486573,-0.072792086,0.051431185,0.024768592,-0.029678059,0.059509088,0.013626719,0.01846211,-0.073964218,0.050510063,0.06782227,0.025532081,-0.017781676,-0.028477383,0.019666665,0.014010084,-0.038872923,-0.001296154,-0.006683651,-0.002825838,-0.020720984,-0.051930867,0.015180605,-0.026796379,-0.036638758,0.015866087,0.112101436,0.046679609,0.06289168,-0.043951266,0.008368351,-0.006880034,-0.04186758,0.020865839,0.059292364,-0.034772368,0.037249354,0.088868391,-0.005398807,0.015770011,0.028940456,-0.024450493,0.053529331,0.003069096,-0.081618769,-0.069837847,-0.054801273,-0.010481964,0.013712457,0.031344294,0.064885208,0.018944014,0.009694213,-0.097263389,-0.011213788,0.027548221,-0.026530751,3.80E-04,0.008728972,-0.025937464,-0.013005397,-0.026673059,0.045059399,0.071359951,-0.041966202,0.058490335,0.050497842,-0.00355195,0.085186446,-0.023347561,0.090952289,0.009153873,-0.035391846,0.001643643,0.049329497,-0.012663338,-0.026722057,-0.031825599,0.009892481,-0.009143841,-0.070499525,-0.005784675,-0.018437388,0.968038075,0.129463182,0.750264568,0.307404827,1.847923116,0.170271516,0.252248188,0,1.855113636,-0.407638889
Been waiting all week for this game #cheer #friday,0.94,0.056641151,0.013946804,0.041617448,0.015255777,0.016732913,0.016195721,0.044617426,0.068256346,-0.031529472,-0.004637774,-0.017248995,0.071523843,-0.071273125,-0.002887199,-0.011616625,0.0120536,-0.012444685,-0.044240795,-0.001291648,0.047648744,0.023340925,-0.02165722,0.064818036,0.050998931,-0.072556431,-0.001253771,0.072173005,0.046920029,0.032451606,-0.035006369,-0.058467965,0.001409842,0.007130994,-0.070742617,-0.021028848,0.026953133,0.009522388,-0.014430858,-0.059516539,-0.023937996,-0.021843029,-0.006678091,-0.028145636,0.057265195,-0.003411426,0.028711283,-0.027087835,0.047402841,-0.047124101,-0.053579031,0.042152193,0.019703006,-0.013744949,-0.005933335,0.050776233,0.024777934,-0.005194533,0.01398611,-0.03016865,0.04150077,0.033627215,-0.026270219,-0.008550619,-0.049922754,-0.006148539,0.036850753,-0.012649676,0.032277103,-0.023321404,0.035765661,-0.069109323,0.007222472,0.020314849,-0.047315185,-0.072333358,-0.007215192,-0.025897299,-0.04993315,-0.006432613,0.074737959,0.061791673,0.037740484,0.125739869,0.063984231,-0.032389976,0.054708583,0.005993627,0.049596314,0.04949299,0.007941235,-0.006505324,0.028046829,-0.050488702,-0.0082922,-0.023306039,0.033372987,-0.059972661,-0.038934721,0.047368775,-0.008791942,0,1.6494951,0,2.287523967,2.785946374,0.159159065,0.366426832,0,0.5,-0.354166667
"@gardiner_love : Thank you so much, Gloria! Youre so sweet, and thoughtful! You just made my day more joyful! I love you too!",0.938,0.03224179,-0.065572889,0.08222713,0.027905319,0.048672124,-0.041439133,0.117324569,-0.037075364,-0.054965125,0.023989617,-0.016605369,0.021541593,-0.077789174,-0.030375282,0.028802514,0.023067677,0.019847434,-0.014068485,-0.030459145,0.08064974,0.051093416,-0.013241558,0.044490011,0.047859132,0.005647194,-0.077623093,0.080300176,0.069240572,0.038848078,0.022063079,-0.02399652,0.032112452,0.043297555,-0.073954217,0.045913756,-0.0651982,-0.026661786,-0.018524875,-0.057976633,-0.018555153,-0.046412011,-0.053154667,0.005113144,0.067490245,0.031503622,0.045318628,-0.04602238,0.002583943,0.007733308,-0.00908844,0.032149502,0.122799622,-0.007083902,0.035861947,0.08634545,0.02544037,0.031009345,0.032579009,-0.010826594,0.041590239,0.02117733,-0.073405528,-0.036885629,-0.021900941,-0.015121868,-1.66E-04,0.033084276,0.087278737,-0.001930692,-0.002096266,-0.125583616,-0.012438588,0.027233516,-0.019376163,0.0225471,0.003243991,-0.013472887,-0.023853015,-0.024475781,0.065446233,0.118977689,-0.021739992,0.053881389,0.029603112,0.021921692,0.087687192,-0.008746351,0.065374801,-0.0021569,-0.039894349,0.002756484,0.069815482,-0.00989918,-0.00141263,-0.027217082,0.041176484,0.036912239,-0.065217523,0.033989304,0.043715524,0.590522815,0,0.516675786,0,4.944545627,0.255162499,1.544666714,0.830974792,3.911904762,-0.395833333
"I feel so blessed to work with the family that I nanny for nothing but love & appreciation, makes me smile.",0.938,0.026152817,-0.067126377,0.06473811,-0.029497087,0.053148003,0.002475344,0.077345012,-0.005851906,-0.035189047,-0.003878147,-0.027424793,0.014289257,-0.08294643,-0.017904668,0.048554367,0.033163852,-0.014802145,-0.021099359,-0.041015533,0.083804555,0.05595765,-0.053074576,0.013218453,0.011349134,-8.98E-04,-0.082906737,0.114294635,0.08264428,0.016036728,-0.031879895,-0.044427494,0.037115537,0.013689906,-0.015865846,0.050277251,-0.031412615,-0.041290659,0.005894973,-0.078288471,-0.003359958,-0.006339926,-0.057847424,0.007678784,0.092708675,0.072216587,0.067699842,-0.051422352,-0.042030157,-0.038101264,-0.027731063,0.027868248,0.117611959,-0.039063094,0.038214286,0.087901412,-0.006206298,0.021520191,-0.008754282,-0.019214262,0.061938046,-0.016317061,-0.058843009,-0.042621807,-0.046204143,-0.022387693,0.002557118,0.033766762,0.098245083,-0.015584314,0.013144183,-0.126865305,-0.007392788,0.052290785,-0.008110241,-0.014811988,-9.40E-04,0.006549326,-0.027499409,-0.029769089,0.077294339,0.099980702,-0.012349377,0.106248346,0.054008097,0.01860105,0.083520416,0.017362193,0.083290366,0.00265183,-0.040521473,0.032247498,0.053650394,-0.027754015,-0.033753657,-0.019434934,0.017099352,0.027605516,-0.047185882,0.051696006,0.004153403,0.206028294,0.061206197,0.91111667,0.282131882,5.461397187,1.902682713,1.205361371,0.460799125,2.776364602,-0.25
"Today I reached 1000 subscribers on YT!! , #goodday, #thankful",0.926,0.015790849,-0.041518816,-0.001309873,0.006856989,0.04148456,-0.004791286,0.106794081,0.026421702,-0.031257883,0.038224977,-0.023842604,0.049745311,-0.071567644,-0.006998638,0.031237258,0.003975668,0.014091579,0.021398031,0.011169733,0.040605005,-0.002507877,0.018614877,0.071865123,-4.29E-04,-0.021904302,-0.042241399,0.069475636,0.050362546,0.016460403,0.017187562,-0.009851578,0.023913401,0.025212579,-8.44E-04,-0.041587992,-0.014175353,0.019271973,-0.021689167,-0.051441407,-0.0110547,-0.028162247,-0.001947697,0.00811008,0.025617434,0.013911565,0.041611682,-0.018406627,0.017159762,0.002951865,-0.002207494,0.070916124,0.112328592,-0.011547357,0.035910516,0.058167944,-0.021046109,0.00558351,0.060666287,-0.075041692,0.003652965,0.043177525,-0.081480964,-0.055124692,-0.044477879,0.012352505,0.004178538,0.042297452,0.01442265,-0.019443392,-0.041827036,-0.058304094,0.007200218,0.029084305,-0.017638017,-0.053829069,-0.016515652,-0.005475155,-0.03210532,-0.02587048,0.058536634,0.073818133,0.002242505,0.101725857,0.036951931,0.049268578,0.079227359,-0.0169028,0.084238629,0.016520514,0.035816185,-0.023911855,0.078937374,0.011748849,-0.0085351,-0.017279758,0.019071355,0.032185714,-0.013884817,0.095596778,-0.030727737,0,0,0,0.072488556,4.39253441,0.30858202,0.816605209,0.141419919,0.229166667,-0.125
"@Singaholic121 Good morning, love! Happy first day of fall. Lets make some awesome #autumnmemories #annabailey #laughter #smile",0.924,0.024683863,-0.04622486,0.047370797,-0.02406122,0.044110718,-0.028856153,0.080875525,0.029812348,-0.02619346,0.029719125,-0.015062752,0.008965018,-0.069260513,0.010735758,0.01979367,0.010434368,0.014064224,-0.00269695,-0.024669523,0.095982494,0.072377637,0.013873509,0.03720016,0.05148692,0.013012694,-0.030898245,0.086193687,0.047024252,0.028458756,0.034338647,-0.008059781,0.021258228,0.014209265,-0.01358645,4.14E-04,-0.018913579,-0.012212879,-0.011720495,-0.070605775,0.021711284,-0.043755254,-0.069765637,-0.001571892,0.068460264,0.028836825,-0.001606688,-0.023087344,0.049763946,-0.023557416,-0.022680195,0.021681019,0.05317004,-0.029354466,0.036952056,0.052500563,0.015533089,0.011777028,0.008780366,-0.026339473,0.028895139,0.013115972,-0.051818696,-0.030999148,-0.033160967,-0.050571304,7.58E-04,0.011723398,0.070486448,0.003412862,0.00812278,-0.090070119,-0.009410632,0.014844736,-0.029192637,-0.012843661,0.001123692,-0.002687995,-0.007901519,-0.023759059,0.034115423,0.048762156,0.021872615,0.06946063,0.024228126,0.032206469,0.057971727,-0.006374582,0.066814272,0.031129464,-0.019745431,-0.014984092,0.040328204,0.002803729,-0.015292163,-0.028249109,0.017654987,-0.003035937,-0.041515382,-4.27E-04,0.02485052,0.311000704,0.533858151,0.314060837,0.820271292,7.810600995,0.148300836,1.166101481,0.876750295,5.854008687,-0.112508007
"#BridgetJonesBaby is the best thing Ive seen in ages! So funny, Ive missed Bridget! #love #TeamMark",0.922,0.040992677,-0.017610558,0.031774852,0.003391369,0.055669777,-0.050680729,0.052634861,-0.007903438,-0.048087343,-0.04966215,-0.007840155,0.004869668,-0.054788911,-0.027697753,-0.007530941,0.01023528,0.022889025,-0.020519505,0.001406011,0.076149812,0.029842375,-0.019023491,0.043290278,0.035513163,-0.00647178,-0.039087757,0.076409824,0.043962314,0.039289131,-0.015117373,-0.039063315,0.018597402,0.013724865,-0.028631573,0.035507028,-0.027079636,-0.003282524,-0.029981337,-0.07090446,-0.032932581,-0.036501332,-0.006044087,0.035831113,0.061838775,0.018134783,0.029267876,0.005482457,-0.023221472,-0.005680373,-0.040979608,0.038410493,0.032460541,-0.023627286,0.028462543,0.083545707,-0.003425079,0.014453469,0.038768922,-0.041228426,-0.001613706,0.04837383,-0.025326325,-0.071005062,-0.020239293,0.014788122,0.057487453,-0.012719484,0.061624712,0.046146256,-2.62E-05,-0.074582358,-0.021771241,0.023787386,-0.006026239,-0.038708507,-0.004824131,-0.019476366,-0.026069486,-0.024292542,0.03064218,0.054001275,0.010314921,0.056972343,0.079508951,-0.011127774,0.095986509,-0.017526966,0.031116157,0.01832912,-0.008819907,-0.016934898,0.049328928,-0.017598901,-0.005813321,-0.048547805,0.037306714,-0.01608491,-0.042564923,0.002840816,0.00325711,0.597850831,0,0.346988125,0,2.015310202,0.637007699,1.439282172,1.186547992,1.1875,-0.336607143
Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much,0.92,0.01998175,-0.063983792,0.035316762,-0.020646091,0.064628253,-0.044165886,0.111695383,0.013555463,-0.021368564,-0.008022678,-0.011168619,-0.004264619,-0.094414573,-0.003799012,2.10E-04,-0.019561388,-0.016269736,0.016069302,-0.012632589,0.048364443,0.04825047,-0.040746902,0.030234967,0.056255462,-0.016576991,-0.046028781,0.114167038,0.035485071,0.040285182,-0.0252813,-0.010271397,-0.004178123,0.00811437,-0.034675464,0.062325955,-0.043801421,0.043557556,-3.42E-04,-0.080011804,-0.021040715,-0.065896302,-0.043332436,0.033856976,0.101664488,0.04234287,0.026918898,-0.03729196,-0.011476384,-0.037188343,-0.057083551,0.00129523,0.091154841,-0.014605402,0.056559062,0.109467931,-0.01354087,0.012800469,0.037287124,-0.023934975,0.020779047,0.053101464,-0.066635501,-0.057959866,-0.018225855,-0.011615776,-0.029924333,0.043459599,0.02417686,-0.005394921,0.020191608,-0.09687594,-0.042347769,-0.015367443,0.011039943,-0.011856516,-0.005289711,0.00925945,-0.01234688,-0.019333801,0.063615258,0.037834981,-0.063364222,0.066134983,0.044125304,0.033848282,0.09665742,-0.017876327,0.024711802,-0.007686852,0.019191048,0.031458043,0.048330889,-0.03480622,-0.026601098,-0.071139185,0.022496354,0.021756936,-0.077239667,0.008236381,-0.00438861,0.571905763,0,0.618937491,0,1.362848927,0.903783989,1.546959165,0,1.826190476,-1.280654762
"@IndyMN I thought the holidays could not get any more cheerful, and then I met you. #TheNiceBot",0.917,0.038682739,-0.057332692,0.019049625,-0.020359796,0.042283045,0.014979386,0.098082849,0.003792394,-0.008208407,-0.01627214,-0.008443083,0.029104491,-0.089879123,-0.042558574,0.03634944,0.025730746,-0.004005472,-0.033866623,-0.038096576,0.095848765,0.010303886,-0.016741317,0.044542131,0.050064433,-0.014110528,-0.103843939,0.109694591,0.084923255,0.008867529,0.004710398,-0.065169534,0.017685208,0.026053103,-0.050116944,0.025744151,-0.025795645,-0.031092744,-0.005939366,-0.061401763,0.026348651,-0.003582376,-0.058960522,0.014902815,0.08007108,0.044318241,0.066902833,-0.054340338,-0.022360945,-0.005336599,-0.008108985,0.073864211,0.091024431,-0.020753597,0.083527008,0.095235895,0.03438456,0.023410481,0.047050439,-0.028593652,0.022439929,0.001860304,-0.051708995,-0.042163298,-0.039467821,-0.013163825,0.031203271,0.04736882,0.072027925,-0.033132465,-0.006470305,-0.094174091,-0.010113649,0.038124721,-0.029581661,0.020057949,0.017778868,0.012811986,-0.023818988,-0.018679346,0.081622797,0.09558501,-0.022601707,0.052182819,0.063568421,0.007044014,0.086273328,0.014845358,0.088746903,-0.026714083,-0.032311311,0.03916847,0.04717134,-0.002565066,-0.008021576,-0.034897239,0.02493383,-0.002468602,-0.040504459,0.026631021,-3.92E-05,0.596322966,0.228671032,0.088795955,0.193849879,2.195928708,1.25255669,0.79217703,0.166457301,0.84075622,-0.583333333
