tweet,magnitude,embedding0,embedding1,embedding2,embedding3,embedding4,embedding5,embedding6,embedding7,embedding8,embedding9,embedding10,embedding11,embedding12,embedding13,embedding14,embedding15,embedding16,embedding17,embedding18,embedding19,embedding20,embedding21,embedding22,embedding23,embedding24,embedding25,embedding26,embedding27,embedding28,embedding29,embedding30,embedding31,embedding32,embedding33,embedding34,embedding35,embedding36,embedding37,embedding38,embedding39,embedding40,embedding41,embedding42,embedding43,embedding44,embedding45,embedding46,embedding47,embedding48,embedding49,embedding50,embedding51,embedding52,embedding53,embedding54,embedding55,embedding56,embedding57,embedding58,embedding59,embedding60,embedding61,embedding62,embedding63,embedding64,embedding65,embedding66,embedding67,embedding68,embedding69,embedding70,embedding71,embedding72,embedding73,embedding74,embedding75,embedding76,embedding77,embedding78,embedding79,embedding80,embedding81,embedding82,embedding83,embedding84,embedding85,embedding86,embedding87,embedding88,embedding89,embedding90,embedding91,embedding92,embedding93,embedding94,embedding95,embedding96,embedding97,embedding98,embedding99,nrc-anger,nrc-anticipation,nrc-disgust,nrc-fear,nrc-joy,nrc-sadness,nrc-surprise,nrc-trust,senti-pos,senti-neg
I feel like I am drowning. #depression #anxiety #falure #worthless,0.9790000000000001,0.024254763,-0.034506136,0.034922033,-0.024435567000000002,0.040742967000000005,-0.013372361000000001,0.031472281,0.006255251999999999,0.011583442,0.01155633,0.010614208,0.049492459,-0.09051089699999999,-0.023632802,0.028596022000000002,-0.003359596,0.006408476999999999,-0.003058231,-0.016051948,0.057788217,0.049716237,-0.031101702999999998,-0.008840819,-0.0037134309999999997,-0.031927095,-0.073012888,0.02720321,0.056964727,0.007156124,-6.440000000000001e-05,-0.01341925,0.033015726,-0.008642097,-0.00781857,0.000484,-0.007618978,-0.028109666000000002,0.029099079,-0.039422491000000004,0.001343687,-0.028371842999999997,-0.051113159000000005,0.023429624,0.064442225,0.065076358,0.046175994000000005,-0.0050860490000000005,-0.028718811,-0.00036,-0.029352566,0.045884249,0.031001993,-0.018240245,0.034133118999999996,0.08141025,0.008339316999999999,0.054468435999999995,0.007659859000000001,0.014977023999999999,0.003530315,0.028174682000000003,-0.07777105,-0.049874500999999995,-0.006190480999999999,-0.024848303,0.012520373000000001,0.064085349,0.040186093,0.019298329,0.033439722000000005,-0.055192859000000004,0.006844574,0.018948221,-0.016380048,0.012148726,-0.001339712,-0.015583748,0.0012374489999999998,-0.006399057,0.05700931099999999,0.064343372,-0.036391625,0.054909796,0.037578445,-0.028641021000000003,0.084464922,0.004912555,0.070572368,-0.043746415,-0.035661861,0.049030025,0.061954145999999995,-0.011636115,-0.01496761,-0.039283772,0.017151733,-0.0015009,-0.020235805,0.034081754,-0.018400499,0.0,0.0,1.703980494,4.014397776,0.0,1.9805194730000002,0.003647688,0.0,0.910416667,-0.291666667
I get so nervous even thinking about talking to ****** I wanna die,0.9790000000000001,0.025511375,-0.039325992000000004,0.02787585,-0.024310706,0.084716167,-0.017649829,0.063546903,0.033075098,0.00812664,0.007823766999999999,0.012893368,0.003118684,-0.13394619800000002,0.0068946630000000005,-0.005582955,0.010767003999999998,-0.000758,-0.008918002,-0.068790436,0.042928543,0.010665818999999998,-0.037296019,-0.000595,0.011793501000000001,-0.025354968,-0.08667535800000001,0.076640168,0.046625220999999994,-0.050199954000000005,0.036794466,-0.060320045999999995,-0.022531337000000002,-0.002613731,-0.060478135999999995,0.014191134,0.0013144629999999999,-0.047123552,0.030339047999999997,-0.036716406,0.013328748999999999,-0.021770892000000003,-0.09522535800000001,-0.006652738,0.09639898,0.079149167,0.072567915,-0.029220403,-0.029979351,0.036434173,-0.004265597,0.028059009,0.073931233,-0.004144327,0.08401466099999999,0.098771582,0.016287885,0.06041557400000001,0.038794771,-0.01517884,0.023380076,-0.028403845,-0.061762292,-0.048500409,-0.047792170999999994,-0.063474368,0.038215068,0.07603077,0.018165038,-0.022993765,0.043779646,-0.08810424800000001,0.042922311,0.050127587,-0.018035363000000002,-0.004915571,-0.000487,0.037113865,-0.036945713,0.014487241000000001,0.089749694,0.083343297,-0.076440686,0.06213881,0.051342875,0.014120262,0.102014392,-0.016218958000000002,0.01437151,-0.015557945,-0.053602394000000005,0.06706730400000001,0.060450129000000005,-0.018661774,0.003262456,-0.048789096,0.017058812,0.038533182,-0.056712845,0.045012088,-0.015447077,0.703163522,0.32125588899999996,0.325475317,2.3245266890000003,0.0,0.313183179,0.051258810999999994,0.0,0.542839554,-0.79375
I lost my blinders .... #panic,0.975,0.031019828,-0.044884148,-0.002920259,-0.020868496,0.108027764,0.039506505,0.08144593,-0.026890326000000003,-0.011577098000000001,-0.014738343999999999,0.029870335,0.070997979,-0.054504923,-0.087044704,-0.009331542,0.03265443,0.030657452,0.042168085,-0.028511057000000003,0.022321282999999997,0.0027818820000000003,0.002464305,0.04404302400000001,0.003281573,-0.039371975,-0.064920768,-0.013726114,0.073200097,0.017136963,0.018355137,-0.008833041,-0.021255056,-0.013135925,-0.06500614,-0.011580081,0.0006389999999999999,-0.012653173,0.042599199000000004,-0.029755066,-0.009420902,-0.048128294,-0.016643376,0.018548385,0.054190237999999995,0.029062618999999998,0.035336928999999996,0.036033848,-0.014114598999999999,-0.032651956,-0.034256891,0.027809729,0.044550137999999996,-0.005712194,0.017755332,0.059260127,-0.015980208,0.033325308,0.06691280299999999,0.002557012,-0.010799463999999998,0.040649572,-0.056665020999999996,-0.071876356,-0.018371453,-0.018820438000000002,0.036364518,0.00535924,0.048081032,-0.008378483,-0.0015718320000000002,-0.114705235,0.010589768000000001,0.055649921,0.031266098,-0.070831708,0.001606176,-0.006554865,0.008766138,0.034953949,0.0008179999999999999,0.04784502400000001,-0.022640365,0.067240644,0.006279114000000001,0.043350757000000004,0.071794371,-0.06261663,0.08725940199999999,-0.007387513,-0.027754802000000002,0.038674826,0.046334676,-0.054810129000000006,-0.060421250999999995,-0.043528095,0.019282549,0.081432552,0.003308599,0.035311973999999996,-0.036526402,0.047554600999999995,0.0,0.0,2.084328824,0.0,0.625116131,0.0,0.0,0.0,-1.06344246
I feel like I am drowning. #depression #falure #worthless,0.938,0.026680238999999998,-0.037956749,0.038414236000000004,-0.026879124,0.044817262999999996,-0.014709597,0.034619509,0.006880776999999999,0.012741786000000001,0.012711963,0.011675628,0.054441705,-0.09956198699999999,-0.025996082,0.031455624,-0.0036955559999999996,0.007049324,-0.0033640540000000004,-0.017657143,0.063567039,0.054687861,-0.034211873,-0.009724901,-0.004084774,-0.035119804,-0.080314177,0.029923531,0.0626612,0.007871735999999999,-7.09e-05,-0.014761175,0.036317298,-0.009506307,-0.008600426999999999,0.000533,-0.008380875999999999,-0.030920632000000003,0.032008987,-0.04336474,0.0014780560000000002,-0.031209027,-0.056224475,0.025772586,0.070886447,0.071583994,0.050793594000000004,-0.005594654,-0.031590692000000004,-0.000396,-0.032287823,0.050472674,0.034102192,-0.020064269,0.037546431,0.089551275,0.009173249,0.059915279,0.008425844,0.016474726999999998,0.0038833459999999998,0.03099215,-0.085548155,-0.054861951,-0.006809529,-0.027333133,0.013772411000000002,0.070493884,0.044204702,0.021228161000000002,0.036783694,-0.060712145,0.007529030999999999,0.020843043000000002,-0.018018053,0.013363598,-0.001473683,-0.017142123000000002,0.001361194,-0.007038961999999999,0.062710242,0.07077770900000001,-0.040030787000000005,0.060400775999999996,0.04133629,-0.031505122999999996,0.092911415,0.00540381,0.077629604,-0.048121057,-0.039228047,0.053933028,0.068149561,-0.012799727,-0.016464371000000002,-0.043212149000000005,0.018866907,-0.00165099,-0.022259385,0.037489929,-0.020240549,0.0,0.0,1.703980494,2.064952323,0.0,1.9805194730000002,0.003647688,0.0,0.910416667,-0.291666667
This is the scariest American Horror Story out of all of them... Im gonna have to watch in the daytime. #frightened,0.938,0.026264277000000003,-0.023767387999999997,0.016682079,-0.015515941,0.06374110599999999,0.001827696,0.054580221,0.038891035,-0.007571679,-0.029240957,-0.036383665,0.056976451,-0.106252724,0.001113663,0.004000242,0.027074068,-0.040045383,-0.036876687000000005,-0.032593023,0.061918764,0.042422179000000004,-0.002520864,0.04128064,0.016457323,-0.030980637999999998,-0.060189646,0.11596108,0.07726203799999999,0.030390338,-0.08823628,-0.095457826,0.057927455999999995,-0.01985107,-0.00859402,-0.011930803,-0.020237183,-0.007432487,0.028347257999999997,-0.081460426,-0.003913123,-0.033503147999999996,-0.020111203,0.027210308,0.117066067,0.012053167,0.015996353,-0.043532837000000005,-0.012427687,-0.026648502,-0.033724075,0.03731984,0.056148664,-0.029443681,0.05936252400000001,0.099350326,-0.005371551,-0.021118216000000002,0.018929753,-0.041261855,-0.024937882,0.03243168,-0.023037826,-0.038510300000000004,-0.014423973,-0.012439951999999999,0.052734656,-0.028554469,0.108471599,0.020954157,0.022933097000000003,-0.08652264,0.013724543999999998,0.0009660000000000001,-0.01877712,-0.030735227,-0.01367971,-0.018145753,-0.026872093,0.0056034,0.021302077000000003,0.038605084,0.017237778999999998,0.06956770400000001,0.06331408599999999,0.022014931,0.06498044,0.014631708,0.053882743,-0.013509239,-0.012981806,0.016062921,0.062771924,-0.031128822999999996,-0.025335659,-0.044426108,0.039454569,-0.014814882,-0.046861489000000006,0.005341743,-0.020315653,0.318828606,1.579169157,0.33855669,2.608730378,0.0,0.057564279,0.336897444,0.0,0.6678443079999999,-0.992018398
@mgcsartwork I nearly started crying and having a full on panic attack after tatinof bc of the crowds so I feel him,0.938,0.024611694,-0.060039203,0.044560029,-0.032021957000000004,0.034836104,-0.00490308,0.079604594,-0.000592,0.003605322,-0.021779913999999997,-0.026117792999999997,0.050317768,-0.077397685,-0.03075505,-0.009102104,0.01655336,-0.036422743,0.0026563190000000003,-0.002868458,0.014885559,0.050206714000000006,0.005653175999999999,0.025855577999999997,0.017004999,-0.025895777999999998,-0.06864248,0.084969935,0.08097380400000001,0.014092977,-0.073969843,-0.07176028,0.004113573,0.015986387,-0.002608304,0.029704962,0.007659095,0.016975024,0.005511790999999999,-0.035946531000000004,0.00126168,-0.049970510999999995,-0.026070753999999998,0.025688112000000003,0.10246349099999999,0.08270986400000001,0.06537144,-0.053700358,-0.03680076,-0.017802789,-0.058577664,0.050159722000000004,0.08241451400000001,-0.048403318,0.06512145400000001,0.091739349,-0.013571608,0.017829139,0.035618169,0.002145272,0.013084087,0.016872276000000002,-0.05431098400000001,-0.054691485,-0.068608753,-0.009723345999999999,-0.004475372,-0.031157296,0.057838592,-0.012787678,0.012500525,-0.06337976,0.02793779,0.047266827000000004,-0.03358323,-0.016329371999999998,-0.004532213,-0.004684983,-0.043856372000000005,-0.0011668310000000001,0.062248900999999995,0.08259793900000001,-0.029392866,0.079576964,0.031684519,0.023909997000000002,0.10701615,-0.031194347999999997,0.07564380400000001,-0.030081722,0.008351569,0.026230454,0.055739631,-0.034954311,-0.013198973999999999,-0.07008974,0.007394043,0.006364345,-0.05610576900000001,0.019874563,-0.022258244,0.402760301,0.0,0.117950946,5.791179597,0.368986814,1.5986238869999998,0.475138095,0.032616305,0.275,-1.3472222219999999
I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM #fear #SingleGirlProblems,0.938,0.023234925,-0.05516987,0.030892887999999997,-0.019581015,0.062578946,0.026001382000000003,0.074539762,0.015804229,0.025129909,-0.034299046,-0.003424915,0.010600957,-0.088798351,-0.011658505,0.0026667490000000004,0.013665762,-0.013652376,-0.013180764,-0.036729486,0.070637464,0.025806856,-0.022534323999999998,0.027171142000000002,0.022370159,-0.007775448000000001,-0.08279287,0.075687351,0.08751218699999999,-0.016944106,-0.036454365,-0.045766568,0.021732973,-0.021915266,-0.035039512,-0.004299227,-0.027376638999999998,-0.017277707,0.03114754,-0.047879474000000005,0.013886465,-0.033154822,-0.021667109,0.0037374459999999997,0.090727086,0.036964919,0.058000547,-0.049629618,-0.000125,-0.016272305,-0.02597335,0.028199147999999997,0.076843675,-0.024673256,0.068725938,0.09469821099999999,0.033076118,0.007215681,0.027858235,-0.03140162,0.02215861,0.002834325,-0.041487385,-0.046230652000000004,-0.046657925999999995,-0.0033506070000000002,0.016840817,0.020072701999999998,0.049731095,-0.022342147000000003,0.011988266000000001,-0.10705829800000001,0.021190557999999998,0.057617837000000005,0.0035512829999999997,-0.021053991,0.005686595,-0.000204,-0.015116018,0.028411098,0.031613292,0.054502024,-0.033180441,0.067517855,0.038743731000000003,0.005186161,0.098371465,-0.001949574,0.076069826,-0.012937934,-0.030596572000000002,0.036764485,0.05368921,0.0024454679999999997,-0.047957732,-0.049998435,0.028752251,0.001024327,-0.041031077,0.046420038,-0.036369587,0.529190134,0.485444437,0.53170038,3.3962030569999997,1.021952567,0.25629949,0.058726285999999996,0.0,0.403993118,-0.801495726
@laura221b I dont think Ive ever moved so fast in a panic in all my life Gave me such a fright,0.938,0.036866245,-0.047953299000000005,0.026593085,-0.013263203000000001,0.064201633,0.00334358,0.088530745,-0.02745504,0.007296088,-0.02422722,-0.004584948,-0.020514774,-0.10520627,-0.008271196,-0.009677833,0.036198682999999995,0.001471104,-0.024361043,-0.019933827,0.052353715,0.025545703,-0.013340207,0.053198177,0.023926463,-0.017215896,-0.078312872,0.062370405999999996,0.07747325599999999,0.008032375999999999,-0.058865247,-0.074087174,0.001504286,0.014895035,-0.041404756,0.051633927999999996,-0.002025517,-0.00501387,-0.018223137,-0.047525673,-0.002379024,-0.056478798,-0.039686303,0.015631346,0.09993444900000001,0.045187482,0.069174743,-0.045429489,-0.015757058,-0.013633945,-0.023072796,0.040488665,0.051537922,-0.02970229,0.039911092999999995,0.086871108,-0.004398837,0.031402194,0.025554254,-0.038386977,0.035051326,0.0011540510000000001,-0.02379411,-0.07240434,-0.031993141,0.000776,0.012160688000000001,0.009899185,0.077690144,-0.017107631,0.041612137,-0.094905029,0.019239311000000002,0.030404712,-0.030676981000000002,-0.031722754,0.01200627,-0.006099589,-0.029774427000000003,-0.006970728000000001,0.044128271,0.072029705,-0.041665165,0.072650676,0.036891192999999996,0.021920845,0.094157701,-0.04774611,0.115097559,0.010280458000000001,-0.026550656000000002,0.029789048999999998,0.022128057000000003,-0.047875662,-0.021227682999999997,-0.047054159000000005,0.01979061,0.000526,-0.051649278,0.018066726,-0.04960545,0.5147105120000001,0.0,0.499028796,3.555345654,0.801483232,0.024686199,0.626236966,0.283580457,0.629490648,-1.145833333
My bus was in a car crash... Im still shaking a bit... This week was an absolute horror and this was the icing on the cake... #terrible,0.938,0.06570596299999999,-0.044651882999999996,0.025561365,-0.009174464,0.055334189000000006,0.015932191999999998,0.059288507000000004,0.017443055,0.02062355,-0.026480807999999998,-0.0075993680000000004,0.08265914099999999,-0.12531483599999999,-0.055238801,-0.016149985,-0.016716905,-0.055584815,-0.065759651,-0.010426952,0.054390545,0.021968747,-0.009101247,0.043461705999999996,0.005684509,-0.027140541,-0.09041182199999999,0.103181325,0.091851301,0.027814967000000003,-0.092411318,-0.059766129,-0.0028644359999999997,-0.028904718,-0.0034428320000000003,0.00042800000000000005,-0.009810434,-0.012397813,0.0044277859999999995,-0.064837425,-0.009055299000000001,-0.058976272999999996,-0.018415179,0.038221051,0.092916704,0.0030345040000000004,0.006748941,-0.050462852999999995,-0.014256919,-0.021450868999999997,-0.08316774099999999,0.04021011,0.066026587,-0.046166643,0.046777248,0.08282987,-0.022680451,0.044945897,0.064550257,0.008434065,0.02877769,0.004299618,-0.047471063,-0.03943664,-0.001905067,-0.008591383000000001,0.013794886999999999,-0.037954933999999996,0.08618364699999999,0.000789,0.043160729,-0.083504959,0.000504,0.041979441,-0.023312673,-0.009937515,-0.001528005,0.011170879,-0.01150701,-0.003106771,0.049696146,0.015796728,-0.008454347,0.09563491199999999,0.077153551,-0.002150375,0.106690618,-0.018941505,0.081973277,-0.027408751000000002,-0.047786929000000006,0.016190799999999998,0.037884012,-0.033741087,-0.026766774,-0.078596632,-0.001685074,0.013952404,-0.041765254,0.019436812,-0.018555242,1.854203115,0.63243894,1.5067785059999999,2.827802314,0.194948796,0.22815193600000003,1.8122348259999999,0.0,0.145833333,-1.398421717
My bus was in a car crash... Im still shaking a bit... This week was an absolute horror and this was the icing on the cake...,0.92,0.067971685,-0.046191603,0.026442792000000003,-0.009490825,0.057242264,0.016481578,0.061332939,0.01804454,0.021334707,-0.02739394,-0.007861415,0.085509456,-0.12963603699999998,-0.057143587999999995,-0.016706881,-0.01729335,-0.057501533,-0.068027225,-0.010786502,0.056266080999999996,0.02272629,-0.009415084,0.044960386,0.005880526,-0.028076422,-0.093529471,0.106739301,0.09501858699999999,0.028774103,-0.095597915,-0.06182703,-0.002963209,-0.029901432000000002,-0.0035615509999999996,0.000443,-0.010148725,-0.012825323999999999,0.004580468,-0.067073199,-0.00936755,-0.061009937,-0.019050186,0.039539017999999995,0.096120728,0.003139142,0.006981663000000001,-0.052202951,-0.014748536999999999,-0.022190555,-0.086035594,0.041596666000000004,0.06830336599999999,-0.04775859599999999,0.048390257,0.08568607199999999,-0.023462535,0.046495756,0.066776128,0.008724895,0.029770024,0.004447881,-0.049107995999999994,-0.040796524,-0.001970759,-0.008887637,0.014270573,-0.039263725,0.08915549699999999,0.000816,0.04464903,-0.08638444099999999,0.000522,0.043427007999999996,-0.024116558,-0.010280188,-0.001580695,0.011556081000000001,-0.011903803999999999,-0.003213901,0.051409805999999995,0.016341443,-0.008745876,0.09893266699999999,0.079814019,-0.002224526,0.110369605,-0.01959466,0.08479994199999999,-0.028353881,-0.049434754000000004,0.016749104,0.039190357,-0.034904573,-0.027689767,-0.081306861,-0.00174318,0.014433521999999999,-0.043205435,0.020107047,-0.019195078,1.643527977,0.63243894,0.610855977,2.827802314,0.194948796,0.0,1.8122348259999999,0.0,0.145833333,-1.398421717
procrasting is fun until im an hour away from the time its due and i still havent finished so i have a panic attack,0.92,0.060265397000000005,-0.0230555,0.045713488,-0.01194867,0.028436166000000002,0.017163207,0.058883276,0.01524813,0.010425346,-0.03582358,-0.014615105,0.043954049,-0.056902007000000004,-0.018682018999999998,0.005962241,-0.021337599,-0.037463971,-0.037999713,-0.041047317,0.032007346,0.054474050999999996,-0.011897948,0.044200609,0.02274023,-0.046661824000000005,-0.02996773,0.088708595,0.062241189,0.016304485,-0.068527633,-0.07034730900000001,-0.008496535999999999,0.01760685,-0.020157056,-0.000986,0.003250179,-0.012459491999999999,-0.010314331999999999,-0.059822084000000005,0.007289615,-0.037188361,-0.020163711,0.043723588,0.070049214,0.054037465,0.072333677,-0.051667566,0.003332545,-0.018186643,-0.069683152,0.025169347999999998,0.063609026,-0.037820493,0.044424214000000004,0.10356533300000001,-0.008831828,0.034008957,0.049205358,-0.009476362,0.022336487000000002,0.018449026,-0.01851559,-0.061375498,-0.06430448799999999,0.002528019,0.010398828,0.006687259,0.053376254000000005,-0.021202784,0.014013485,-0.064863187,0.045326477000000004,0.070992388,-0.020171898,-0.010692281000000001,-0.014328137,-0.012243322,-0.023561707,-0.000852,0.082664578,0.057691694,-0.02781665,0.076088845,0.063731056,0.000741,0.10589299199999999,-0.012714976999999999,0.085323425,-0.029942341,-0.016491702,0.016145909,0.05613322,-0.018620422,-0.053923212000000005,-0.051562545,-0.015101517,-0.000503,-0.055574177,0.040825076,-0.025273905,0.126114703,0.41627693200000004,0.0,4.860177268999999,0.885007632,0.478012366,1.7101788,0.0,0.7834693079999999,-1.804960317
My #anxiety is rising tonight and Im not sure why. Sometimes I wonder if Im a magnet for any free-floating anxiety in the universe.,0.917,0.013552769,-0.02664644,0.045171486,-0.00879037,0.024567858999999997,0.006905665,0.071362573,-0.005657449,0.029011832,-0.023082226,-0.022948013,0.035507879,-0.086469089,-0.020152505,0.000953,0.05328934,-0.045216025,-0.052614219000000004,-0.021560884,0.058808908,0.026586962999999998,-0.019697983,0.030471457999999996,0.031275792000000004,-0.025064417000000002,-0.076143085,0.100780831,0.084348295,0.0073694,-0.083348063,-0.076171643,0.053729382,0.006585314,-0.019276862,0.007427694,-0.026846115,-0.027573716,0.010485875,-0.073952378,-0.022768545,-0.0010373210000000001,-0.030702583999999998,0.024684401,0.06367696099999999,0.038337091000000004,0.030447874,-0.028646109,-0.016807434,-0.023941081,-0.018862395,0.063807808,0.077187172,-0.01989678,0.073375445,0.086324032,0.016428362,0.026893187000000002,0.034947689,-0.005786695,0.039764537,0.009858531,-0.04873408,-0.058069847,-0.036370768,-0.007015102,0.018141486000000002,0.017941263,0.08228649099999999,-0.009817736,0.03463958,-0.103763787,0.005590672,0.019229094,-0.023089095,0.023175767000000003,0.013549627,-0.018846845,-0.012370953999999998,0.011040726,0.068478131,0.065242164,-0.009933479,0.081386234,0.038584217999999997,0.0007830000000000001,0.095802606,0.02302591,0.089850363,-0.011476068999999998,-0.029701909,0.040967727,0.036204112000000004,-0.023398956000000002,-0.019186981999999998,-0.045304425999999995,-0.003908102,0.016738654,-0.044620587999999996,0.051465212,-0.030331755,1.5283441519999998,2.41878047,0.173678825,4.279627967,1.343414649,0.09274401800000001,0.26303577699999997,1.253495792,1.110206349,-0.75
"Im not a #nervouswreck, Im a #nervous #pileup. #GoingCrazy #HelpMe #Insane #Antisocial",0.917,0.040727649,-0.027797961,-0.00041500000000000006,0.01486202,0.036001052,0.012102396000000001,0.035498676,-0.006362169,0.047299158,-0.013257461000000002,0.017247552,0.010160213000000001,-0.05054335,-0.008281568000000001,0.023788616000000002,0.010294544000000001,-0.04334400099999999,-0.048146647,-0.001422614,0.02467093,0.032604341,0.003782234,0.025753308,-0.012239836,-0.024772568999999998,-0.073305856,0.045309274000000004,0.043028177,0.040126004,-0.057828492999999995,-0.051357988,0.023784358,0.025162252000000003,0.000128,0.011633353,-0.009245597,-0.044338449,0.031809247,-0.071362172,-0.033085109,-0.036448744,-0.032127515,0.027759048999999997,0.02962212,-0.003961934,0.019422191999999998,-0.032350225,-0.023743795,0.0056864080000000004,-0.009014609,0.043092218,0.049471415,-0.018707643,0.030046132000000003,0.09044784199999999,0.007441326999999999,0.050311552,0.024572128,0.0035180359999999996,0.0408172,0.015787605,-0.031037312999999997,-0.050926936,-0.022406679,0.006013404,0.010421917,0.017311721999999998,0.074403645,-0.014339774,0.034672739,-0.026225749,-0.002231908,0.039717982,-0.004071375,0.028444455,0.022764124,0.0008380000000000001,-0.015675903999999997,0.008110781,0.061290223,0.026380877999999996,-0.003355363,0.048845935,0.041591257,-0.011588662,0.06863137700000001,0.031243168999999998,0.091103722,-0.026958431,-0.033769495,0.02814975,0.032085305,-0.017449158,-0.020804821,-0.02651823,-0.018024954,0.014668291000000002,-0.027369711,0.036978837,0.023152383,0.22704657600000003,0.9847151270000001,0.19522814300000002,4.645364741,0.0,0.0,0.19052506100000002,0.0,0.0,-0.39583333299999995
#panic Panic attack from fear of starting new medication,0.917,-0.045291702999999996,-0.044311217,0.005309249,-0.02464536,-0.00600675,-0.018864875,0.052570649000000004,0.008800433,-0.0026730540000000002,0.014354722,-0.030481325,0.075866623,-0.054837696,-0.023101167000000002,-0.006854221,0.078425213,-0.014462373,0.07835813700000001,-0.009383331,0.024180721000000002,0.03513195,0.012604441000000001,0.060577947,-0.035464968,-0.08748827099999999,0.02889689,0.064299168,0.066624292,0.057351275,-0.069719306,-0.07377315799999999,0.056327996,-0.033567117,0.029953105,-0.013535717,0.018394617,0.050224584,-0.04177968,-0.031108854,-0.033204259,-0.027555677999999997,0.045856151,0.04529824,0.028364072999999997,0.102869074,0.074332418,-0.030202097,0.066439527,-0.04836462,-0.033865202000000004,0.039111496,0.017283828,-0.017464221999999998,0.122312318,0.034455524,-0.080605715,0.026370111,-0.017643015,0.010097209000000001,-0.02255309,0.044799207,-0.000492,-0.000995,-0.080723287,-0.026133495,0.0031399490000000004,-0.014852503999999999,0.015629357,0.057972052,0.040165957,-0.083044627,0.07082624,0.025397422000000003,-0.069697255,-0.039634300000000004,0.020685646999999998,-0.136738365,-0.007429599,0.036893864,-0.021712365,0.059137548,-0.014283677,0.022672942999999997,-0.013144342,0.056255595,0.051588759000000005,0.003134267,0.068920945,-0.040846966,-0.021587051,0.018078504,0.053315662,-0.03733757,-0.052049742999999996,-0.026476496000000002,0.01509938,-0.009904706,0.021724566,0.019478294,-0.065307685,0.0,0.48097335799999996,0.0,8.431231619,0.524472662,0.0,0.044806647000000005,0.0,0.306547619,-1.826388889
